act_tag,pay_tag,type,dis_type,users,target_sum,target_count
20241215-20241218-4,超R,直购礼包,赛季UR转盘礼包3,9,23217.643199999995,36
20250424-20250427-4,大R,直购礼包,赛季UR转盘礼包3,8,19483.6252,30
20250321-20250324-4,微R,3_转盘心愿,铭刻道具,142,7550.0,151
20241207-20241210-4,非R,3_转盘心愿,研习金色道具,366,1845.0,369
20241207-20241210-4,超R,3_转盘心愿,S34招募令,5,27.0,9
20250207-20250210-4,超R,3_转盘心愿,高级招募令,1,72.0,24
20241215-20241218-4,超R,2_转盘心愿,援·阿国SSR+,1,9.0,9
20250303-20250306-4,非R,2_转盘心愿,S30明智光秀UR（碎片）,296,4520.0,904
20250303-20250306-4,超R,2_转盘心愿,S32酒井忠次UR（碎片）,8,740.0,148
20250424-20250427-4,微R,1_转盘心愿,2025元旦UR神武武器-三日月宗近,273,3684.0,3684
20250424-20250427-4,中R,1_转盘心愿,S36UR-武田信繁,73,1261.0,1261
20250506-20250509-4,非R,1_转盘心愿,UR赤備えの太刀,1330,11771.0,11771
20250506-20250509-4,小R,1_转盘心愿,S33前田美津SSR+,47,256.0,256
20250412-20250415-4,超R,1_转盘心愿,UR赤備えの太刀,17,512.0,512
20250401-20250404-4,大R,4_转盘心愿,银币,33,94500000.0,945
20250219-20250222-4,微R,3_转盘心愿,家宝箱子道具自选包,52,610.0,610
20250219-20250222-4,小R,3_转盘心愿,研习橙色道具,128,29680.0,1484
20250219-20250222-4,非R,3_转盘心愿,研习紫色道具,126,31600.0,316
20241215-20241218-4,微R,1_转盘心愿,S34蒲生氏乡UR,178,2034.0,2034
20250506-20250509-4,微R,2_转盘心愿,S32金森长近SSR+（碎片）,56,1830.0,366
20250108-20250111-4,大R,2_转盘心愿,S34织田冬姬SSR+（碎片）,27,1938.0,969
20250219-20250222-4,微R,2_转盘心愿,SSR+折扇,272,4427.0,4427
20250125-20250128-4,微R,3_转盘心愿,火砂（神武升级道具）,277,2632500.0,5265
20250506-20250509-4,大R,4_转盘心愿,神砂,29,154600.0,773
20250219-20250222-4,非R,4_转盘心愿,计策锦囊(被gameconstantset引用),951,186800.0,9340
20250207-20250210-4,中R,2_转盘心愿,织田信长SSR+,56,2840.0,2840
20250207-20250210-4,未活跃,2_转盘心愿,S20朝日姬SSR+(碎片),14,860.0,172
20250219-20250222-4,超R,1_转盘心愿,神武武器-瓮通枪,17,458.0,458
20250219-20250222-4,小R,3_转盘心愿,研习紫色道具,20,6900.0,69
20250207-20250210-4,超R,4_转盘心愿,神砂,16,139200.0,696
20250522-20250525-4,大R,1_转盘心愿,神武武器-朱枪,33,862.0,862
20250207-20250210-4,大R,1_转盘心愿,S35山本勘助UR,27,1362.0,1362
20250321-20250324-4,中R,1_转盘心愿,S28柿崎景家UR,87,641.0,641
20250321-20250324-4,小R,1_转盘心愿,神武武器-瓮通枪,145,755.0,755
20250321-20250324-4,大R,1_转盘心愿,2025元旦UR神武武器-三日月宗近,33,282.0,282
20250522-20250525-4,大R,1_转盘心愿,S34蒲生氏乡UR,22,386.0,386
20250108-20250111-4,超R,3_转盘心愿,研习橙色道具,12,6560.0,328
20250219-20250222-4,微R,4_转盘心愿,火砂（神武升级道具）,272,885400.0,4427
20250219-20250222-4,非R,4_转盘心愿,铭刻道具自选包,1407,13196.0,13196
20250125-20250128-4,未活跃,2_转盘心愿,神武武器-武士刀,85,813.0,813
20250117-20250120-4,未活跃,3_转盘心愿,武将经验 +100000,38,1080.0,216
20250401-20250404-4,小R,3_转盘心愿,阵石招募令,60,1992.0,664
20250522-20250525-4,大R,1_转盘心愿,S36SSR+-诸角虎定,17,59.0,59
20250108-20250111-4,小R,4_转盘心愿,神砂,125,485200.0,2426
20241215-20241218-4,小R,4_转盘心愿,神砂,132,500200.0,2501
20250424-20250427-4,微R,2_转盘心愿,勇·前田利家SSR+,59,555.0,555
20250522-20250525-4,非R,2_转盘心愿,S30明智光秀UR（碎片）,361,5015.0,1003
20241215-20241218-4,超R,4_转盘心愿,神砂,15,166600.0,833
20250522-20250525-4,中R,2_转盘心愿,谋·黑田官兵卫SSR+,10,58.0,58
20250401-20250404-4,大R,1_转盘心愿,S28柿崎景家UR,26,423.0,423
20250401-20250404-4,小R,1_转盘心愿,S33前田庆次UR,84,417.0,417
20241227-20241230-4,微R,2_转盘心愿,织田信长SSR+,67,991.0,991
20241227-20241230-4,大R,2_转盘心愿,援·阿国SSR+,4,120.0,120
20250522-20250525-4,超R,1_转盘心愿,S36SSR+-诸角虎定,10,36.0,36
20250125-20250128-4,中R,3_转盘心愿,高级招募令,13,258.0,86
20250125-20250128-4,超R,3_转盘心愿,家宝箱子道具自选包,4,135.0,135
20250117-20250120-4,小R,3_转盘心愿,研习橙色道具,123,29540.0,1477
20250117-20250120-4,微R,3_转盘心愿,家宝箱子道具自选包,50,457.0,457
20241215-20241218-4,超R,直购礼包上月标签,超R,10,35960.19320000001,215
20250117-20250120-4,大R,直购礼包上月标签,大R,11,22008.579100000003,191
20241207-20241210-4,小R,3_转盘心愿,战旗觉醒道具自选包,48,204.0,68
20241207-20241210-4,小R,3_转盘心愿,家宝箱子道具自选包,40,51.0,51
20241215-20241218-4,非R,直购礼包,赛季UR转盘礼包2,4,2055.1344,17
20241227-20241230-4,未活跃,1_转盘心愿,S31三之丸殿SSR+,23,98.0,98
20250321-20250324-4,大R,3_转盘心愿,高级招募令,2,45.0,15
20250321-20250324-4,未活跃,3_转盘心愿,UR招募令,17,165.0,55
20250219-20250222-4,未活跃,2_转盘心愿,S32酒井忠次UR（碎片）,11,160.0,32
20241227-20241230-4,未活跃,3_转盘心愿,研习金色道具,16,585.0,117
20250219-20250222-4,未活跃,2_转盘心愿,S35真田幸隆SSR+（碎片）,17,162.0,81
20250321-20250324-4,非R,3_转盘心愿,试金石,1163,42050.0,4205
20241207-20241210-4,中R,道具获得,1,29,6380.0,339
20250303-20250306-4,超R,道具获得,4,17,947.0,226
20250303-20250306-4,非R,道具获得,3,197,5585.0,689
20250412-20250415-4,超R,3_转盘心愿,火石（神武升星道具）,17,5120.0,512
20250424-20250427-4,中R,3_转盘心愿,高级招募令,5,147.0,49
20250303-20250306-4,小R,2_转盘心愿,勇·前田利家SSR+,26,316.0,316
20250303-20250306-4,大R,2_转盘心愿,援·阿国SSR+,6,166.0,166
20250412-20250415-4,微R,1_转盘心愿,S36SSR+-诸角虎定,165,736.0,736
20250412-20250415-4,小R,1_转盘心愿,神武武器-朱枪,157,2774.0,2774
20250412-20250415-4,中R,2_转盘心愿,谋·竹中半兵卫SSR+,64,1427.0,1427
20250506-20250509-4,微R,3_转盘心愿,试金石,271,41030.0,4103
20250522-20250525-4,非R,2_转盘心愿,SSR+鬼虎之枪,1343,10734.0,10734
20250522-20250525-4,中R,2_转盘心愿,SSR+折扇,146,2952.0,2952
20250321-20250324-4,非R,2_转盘心愿,勇·前田利家SSR+,228,1648.0,1648
20250117-20250120-4,非R,4_转盘心愿,玉钢,863,54090000.0,9015
20250303-20250306-4,微R,3_转盘心愿,研习橙色道具,200,36260.0,1813
20250303-20250306-4,微R,3_转盘心愿,橙经验国宝,21,1325.0,265
20250303-20250306-4,未活跃,1_转盘心愿,UR采配,33,195.0,195
20250321-20250324-4,微R,4_转盘心愿,玉钢,279,26452500.0,4621
20250321-20250324-4,中R,4_转盘心愿,武将经验 +20000,145,17794.0,2342
20250506-20250509-4,大R,1_转盘心愿,S33前田美津SSR+,16,227.0,227
20250506-20250509-4,微R,1_转盘心愿,S31三之丸殿SSR+,78,606.0,606
20250506-20250509-4,中R,1_转盘心愿,S31三之丸殿SSR+,66,774.0,774
20250401-20250404-4,超R,4_转盘心愿,武将经验 +20000,12,4880.0,610
20241215-20241218-4,中R,3_转盘心愿,UR招募令,67,3447.0,1149
20250219-20250222-4,中R,3_转盘心愿,战旗觉醒道具自选包,53,4587.0,1529
20250522-20250525-4,大R,3_转盘心愿,火石（神武升星道具）,33,8620.0,862
20241215-20241218-4,未活跃,1_转盘心愿,S33前田庆次UR,71,427.0,427
20250125-20250128-4,小R,2_转盘心愿,神武武器-雍刀,156,3726.0,3726
20250506-20250509-4,超R,2_转盘心愿,SSR+折扇,17,345.0,345
20250219-20250222-4,小R,2_转盘心愿,织田信长SSR+,48,681.0,681
20250424-20250427-4,非R,2_转盘心愿,S36SSR+-诸角虎定（碎片）,490,6726.0,3363
20250219-20250222-4,非R,4_转盘心愿,银币,1450,2253600000.0,22536
20250401-20250404-4,中R,2_转盘心愿,勇·前田利家SSR+,27,604.0,604
20250506-20250509-4,未活跃,2_转盘心愿,援·丰臣秀吉SSR+,3,33.0,33
20250219-20250222-4,未活跃,3_转盘心愿,试金石,51,3500.0,350
20250321-20250324-4,超R,2_转盘心愿,S32酒井忠次UR（碎片）,8,1315.0,263
20250108-20250111-4,微R,3_转盘心愿,S34招募令,195,8232.0,2744
20250207-20250210-4,未活跃,1_转盘心愿,S35山本勘助UR,38,590.0,590
20250321-20250324-4,非R,1_转盘心愿,神武武器-瓮通枪,1163,4205.0,4205
20250321-20250324-4,大R,1_转盘心愿,神武武器-朱枪,33,282.0,282
20241227-20241230-4,中R,4_转盘心愿,玉钢,130,22968000.0,3828
20241215-20241218-4,超R,2_转盘心愿,援·丰臣秀吉SSR+,4,365.0,365
20250321-20250324-4,小R,4_转盘心愿,铭刻道具自选包,145,755.0,755
20250401-20250404-4,大R,2_转盘心愿,S29佐久间盛政UR（碎片）,5,605.0,121
20250207-20250210-4,非R,3_转盘心愿,S30冠军鸡,854,54888.0,18296
20250321-20250324-4,超R,2_转盘心愿,6周年金色神威任选箱（20种全）,6,7.0,7
20250108-20250111-4,大R,4_转盘心愿,计策锦囊(被gameconstantset引用),32,28420.0,1421
20250522-20250525-4,未活跃,1_转盘心愿,S36SSR+-诸角虎定,9,34.0,34
20250424-20250427-4,微R,2_转盘心愿,援·阿国SSR+,53,462.0,462
20250506-20250509-4,未活跃,3_转盘心愿,战旗觉醒道具自选包,3,108.0,36
20250424-20250427-4,中R,2_转盘心愿,S28柿崎景家UR（碎片）,76,4020.0,804
20241215-20241218-4,未活跃,4_转盘心愿,武将经验 +20000,59,3336.0,417
20250125-20250128-4,微R,2_转盘心愿,援·阿国SSR+,73,869.0,869
20250412-20250415-4,大R,3_转盘心愿,家宝箱子道具自选包,9,494.0,494
20250108-20250111-4,大R,3_转盘心愿,研习紫色道具,1,3200.0,32
20250424-20250427-4,超R,2_转盘心愿,S34蒲生氏乡UR（碎片）,12,870.0,174
20250117-20250120-4,非R,1_转盘心愿,S30丹羽长秀SSR+,198,692.0,692
20250117-20250120-4,非R,1_转盘心愿,S26畠山高政SSR+,324,1543.0,1543
20250522-20250525-4,小R,2_转盘心愿,S32酒井忠次UR（碎片）,37,845.0,169
20241227-20241230-4,小R,2_转盘心愿,勇·前田利家SSR+,31,443.0,443
20250321-20250324-4,未活跃,4_转盘心愿,紫经验国宝,16,16.0,16
20250125-20250128-4,中R,1_转盘心愿,神武武器-朱枪,144,4253.0,4253
20250125-20250128-4,大R,1_转盘心愿,UR神武武器-国光,34,1483.0,1483
20250125-20250128-4,非R,1_转盘心愿,S35山本勘助UR,872,8452.0,8452
20250117-20250120-4,未活跃,2_转盘心愿,织田信长SSR+,15,45.0,45
20250108-20250111-4,非R,1_转盘心愿,S28柿崎景家UR,332,1528.0,1528
20250424-20250427-4,超R,2_转盘心愿,S29佐久间盛政UR（碎片）,2,95.0,19
20241215-20241218-4,非R,直购礼包上月标签,非R,9,6305.4142999999995,58
20241207-20241210-4,非R,3_转盘心愿,战旗觉醒道具自选包,285,1170.0,390
20250424-20250427-4,小R,2_转盘心愿,S29佐久间盛政UR（碎片）,31,505.0,101
20250321-20250324-4,中R,直购礼包,赛季UR转盘礼包1,12,3561.0586,110
20241227-20241230-4,中R,直购礼包,赛季UR转盘礼包4,1,660.0,1
20250108-20250111-4,微R,直购礼包,赛季UR转盘礼包2,4,1235.3136,10
20241215-20241218-4,超R,直购礼包,赛季UR转盘礼包2,7,9505.223999999998,79
20241227-20241230-4,微R,1_转盘心愿,S30丹羽长秀SSR+,71,465.0,465
20241227-20241230-4,小R,1_转盘心愿,S31三之丸殿SSR+,85,593.0,593
20250207-20250210-4,未活跃,2_转盘心愿,S18山中幸盛SSR+(碎片),23,1460.0,292
20241227-20241230-4,大R,3_转盘心愿,阵石招募令,23,2955.0,985
20250207-20250210-4,大R,2_转盘心愿,S18山中幸盛SSR+(碎片),4,150.0,30
20241227-20241230-4,未活跃,3_转盘心愿,高级招募令,13,165.0,55
20250321-20250324-4,大R,3_转盘心愿,火石（神武升星道具）,33,2820.0,282
20250321-20250324-4,大R,3_转盘心愿,火砂（神武升级道具）,33,141000.0,282
20250117-20250120-4,大R,道具获得,3,20,1530.0,223
20250522-20250525-4,非R,道具获得,3,144,3580.0,444
20250424-20250427-4,微R,道具获得,4,230,3801.0,2231
20250506-20250509-4,中R,道具获得,3,75,5325.0,756
20250506-20250509-4,非R,道具获得,4,851,11531.0,6958
20250506-20250509-4,微R,道具获得,4,217,3971.0,2257
20241227-20241230-4,小R,道具获得,3,73,4220.0,572
20250424-20250427-4,非R,3_转盘心愿,阵石招募令,367,10800.0,3600
20250522-20250525-4,中R,4_转盘心愿,火砂（神武升级道具）,146,590400.0,2952
20250412-20250415-4,非R,4_转盘心愿,铁锭（装备饰品和改造道具）,1435,2621000.0,13105
20250303-20250306-4,超R,2_转盘心愿,SSR+神武武器-禅杖,16,406.0,406
20250303-20250306-4,大R,2_转盘心愿,S28柿崎景家UR（碎片）,28,2140.0,428
20250412-20250415-4,中R,1_转盘心愿,神武武器-瓮通枪,146,3691.0,3691
20250412-20250415-4,非R,1_转盘心愿,UR采配,1435,13105.0,13105
20250412-20250415-4,非R,1_转盘心愿,神武武器-6周年庆,1435,13105.0,13105
20250424-20250427-4,大R,1_转盘心愿,佐竹义重UR武器,34,1019.0,1019
20250424-20250427-4,中R,1_转盘心愿,神武武器-瓮通枪,146,2706.0,2706
20250412-20250415-4,微R,2_转盘心愿,谋·竹中半兵卫SSR+,106,1448.0,1448
20250412-20250415-4,大R,2_转盘心愿,神武武器-雍刀,34,1125.0,1125
20250424-20250427-4,大R,1_转盘心愿,S31京极龙子UR,6,83.0,83
20250506-20250509-4,小R,3_转盘心愿,S36招募令,131,5319.0,1773
20250506-20250509-4,超R,3_转盘心愿,阵石招募令,12,1563.0,521
20250321-20250324-4,微R,2_转盘心愿,谋·竹中半兵卫SSR+,85,1195.0,1195
20250321-20250324-4,非R,2_转盘心愿,谋·竹中半兵卫SSR+,288,2570.0,2570
20250424-20250427-4,超R,4_转盘心愿,玉钢,17,8862000.0,1477
20250303-20250306-4,非R,3_转盘心愿,UR招募令,432,10302.0,3434
20250303-20250306-4,非R,3_转盘心愿,橙经验国宝,126,3540.0,708
20250303-20250306-4,未活跃,1_转盘心愿,神武武器-朱枪,33,195.0,195
20250321-20250324-4,小R,4_转盘心愿,计策锦囊(被gameconstantset引用),152,40320.0,2136
20250321-20250324-4,非R,4_转盘心愿,觉醒道具橙,1277,1315.0,1315
20250303-20250306-4,非R,1_转盘心愿,S35真田幸隆SSR+,460,921.0,921
20250412-20250415-4,超R,1_转盘心愿,2025元旦UR神武武器-三日月宗近,17,512.0,512
20250303-20250306-4,中R,4_转盘心愿,玉钢,145,34656000.0,5776
20241215-20241218-4,微R,3_转盘心愿,研习橙色道具,233,82460.0,4123
20250219-20250222-4,超R,3_转盘心愿,S30冠军鸡,16,2244.0,748
20250219-20250222-4,中R,3_转盘心愿,研习紫色道具,11,2200.0,22
20250506-20250509-4,中R,2_转盘心愿,SSR+鬼虎之枪,146,3284.0,3284
20250506-20250509-4,小R,2_转盘心愿,SSR+神武武器-禅杖,156,2574.0,2574
20250506-20250509-4,中R,2_转盘心愿,S30丹羽长秀SSR+（碎片）,25,1380.0,276
20250219-20250222-4,非R,2_转盘心愿,织田信长SSR+,285,2282.0,2282
20250506-20250509-4,超R,1_转盘心愿,S33前田美津SSR+,8,104.0,104
20250424-20250427-4,非R,2_转盘心愿,火精（神武升星突破道具）,1353,106830.0,10683
20250424-20250427-4,小R,2_转盘心愿,神武武器-武士刀,154,2396.0,2396
20250522-20250525-4,超R,2_转盘心愿,SSR+神武武器-禅杖,17,388.0,388
20250125-20250128-4,大R,3_转盘心愿,家宝箱子道具自选包,8,264.0,264
20250424-20250427-4,超R,4_转盘心愿,火石（神武升星道具）,17,1472.0,368
20250506-20250509-4,微R,4_转盘心愿,铁锭（装备饰品和改造道具）,271,820600.0,4103
20250207-20250210-4,大R,4_转盘心愿,武将经验 +20000,31,12720.0,1590
20250401-20250404-4,微R,2_转盘心愿,S28柿崎景家UR（碎片）,107,2245.0,449
20250506-20250509-4,超R,2_转盘心愿,S36SSR+-诸角虎定（碎片）,10,174.0,87
20250506-20250509-4,未活跃,2_转盘心愿,火精（神武升星突破道具）,23,2510.0,251
20250506-20250509-4,大R,2_转盘心愿,S34织田冬姬SSR+（碎片）,17,1650.0,330
20250219-20250222-4,未活跃,1_转盘心愿,神武武器-瓮通枪,51,350.0,350
20250219-20250222-4,中R,1_转盘心愿,S30明智光秀UR,39,254.0,254
20250207-20250210-4,超R,2_转盘心愿,S31三之丸殿SSR+（碎片）,9,1360.0,272
20250321-20250324-4,超R,2_转盘心愿,援·阿国SSR+,1,11.0,11
20250108-20250111-4,小R,3_转盘心愿,研习橙色道具,126,30760.0,1538
20250522-20250525-4,微R,1_转盘心愿,神武武器-瓮通枪,267,3473.0,3473
20250522-20250525-4,超R,1_转盘心愿,S36UR-武田信繁,13,604.0,604
20250321-20250324-4,中R,1_转盘心愿,UR神武武器-国光,141,1110.0,1110
20250321-20250324-4,大R,1_转盘心愿,S35山本勘助UR,18,521.0,521
20250108-20250111-4,超R,3_转盘心愿,武将经验 +100000,13,1635.0,327
20250321-20250324-4,大R,4_转盘心愿,铁锭（装备饰品和改造道具）,33,56400.0,282
20250321-20250324-4,超R,2_转盘心愿,SSR+神武武器-禅杖,17,99.0,99
20250108-20250111-4,非R,4_转盘心愿,武将经验 +20000,703,51160.0,6395
20250108-20250111-4,小R,4_转盘心愿,武将经验 +20000,125,19408.0,2426
20250522-20250525-4,超R,1_转盘心愿,神武武器-朱枪,17,388.0,388
20250522-20250525-4,小R,2_转盘心愿,S9池坊专好SSR+,18,183.0,183
20250125-20250128-4,超R,3_转盘心愿,阵石招募令,10,1305.0,435
20250401-20250404-4,小R,3_转盘心愿,高级招募令,15,78.0,26
20250401-20250404-4,大R,3_转盘心愿,家宝箱子道具自选包,7,85.0,85
20250424-20250427-4,中R,2_转盘心愿,S33前田庆次UR（碎片）,90,5085.0,1017
20250506-20250509-4,超R,4_转盘心愿,武将经验 +20000,17,4568.0,571
20250401-20250404-4,大R,1_转盘心愿,S35山本勘助UR,18,380.0,380
20241227-20241230-4,小R,2_转盘心愿,S31三之丸殿SSR+（碎片）,85,2915.0,583
20241227-20241230-4,小R,2_转盘心愿,援·阿国SSR+,53,769.0,769
20250108-20250111-4,非R,1_转盘心愿,S23岛津家久UR,138,427.0,427
20250303-20250306-4,中R,直购礼包上月标签,中R,17,7965.673399999998,127
20250412-20250415-4,中R,直购礼包上月标签,中R,9,4242.1448,41
20241207-20241210-4,小R,3_转盘心愿,S34招募令,94,450.0,150
20250108-20250111-4,超R,1_转盘心愿,S23岛津义弘UR,4,67.0,67
20250207-20250210-4,超R,直购礼包,赛季UR转盘礼包3,2,2640.0,4
20241215-20241218-4,大R,直购礼包,赛季UR转盘礼包4,1,614.8036,1
20250108-20250111-4,微R,直购礼包,赛季UR转盘礼包3,3,1844.4107999999999,3
20241227-20241230-4,小R,1_转盘心愿,S12本愿寺显如SSR+,51,234.0,234
20241227-20241230-4,大R,1_转盘心愿,S34织田冬姬SSR+,24,413.0,413
20250117-20250120-4,超R,1_转盘心愿,S12本愿寺显如SSR+,1,9.0,9
20250303-20250306-4,超R,2_转盘心愿,援·阿国SSR+,1,9.0,9
20250321-20250324-4,超R,3_转盘心愿,试金石,17,990.0,99
20250321-20250324-4,超R,3_转盘心愿,高级招募令,1,21.0,7
20250321-20250324-4,大R,道具获得,3,19,1545.0,224
20250412-20250415-4,非R,道具获得,4,929,12396.0,7501
20250303-20250306-4,未活跃,道具获得,4,17,180.0,100
20250412-20250415-4,非R,3_转盘心愿,火石（神武升星道具）,1435,131050.0,13105
20250412-20250415-4,小R,3_转盘心愿,火砂（神武升级道具）,157,1387000.0,2774
20250522-20250525-4,小R,4_转盘心愿,铁锭（装备饰品和改造道具）,157,496800.0,2484
20250303-20250306-4,非R,2_转盘心愿,援·阿国SSR+,250,1979.0,1979
20250412-20250415-4,中R,1_转盘心愿,佐竹义重UR武器,146,3691.0,3691
20250424-20250427-4,微R,1_转盘心愿,UR赤備えの太刀,273,3684.0,3684
20250412-20250415-4,非R,2_转盘心愿,援·阿国SSR+,333,3089.0,3089
20250506-20250509-4,非R,3_转盘心愿,S36招募令,771,19275.0,6425
20250506-20250509-4,超R,3_转盘心愿,S36招募令,17,1374.0,458
20250412-20250415-4,微R,2_转盘心愿,织田信长SSR+,103,1653.0,1653
20250117-20250120-4,非R,4_转盘心愿,神砂,721,1248400.0,6242
20250117-20250120-4,微R,4_转盘心愿,武将经验 +20000,188,22512.0,2814
20250506-20250509-4,微R,1_转盘心愿,S36UR-武田信繁,145,1859.0,1859
20250401-20250404-4,大R,4_转盘心愿,武将经验 +20000,22,3688.0,461
20250303-20250306-4,中R,4_转盘心愿,火石（神武升星道具）,145,12856.0,3214
20241215-20241218-4,超R,3_转盘心愿,战旗觉醒道具自选包,13,1467.0,489
