type,period,last1_paytag,dtype1,dtype2,users,money_rmb,paid_add
paymentname_date_group,2024-11-18,中R,运营活动直购礼包,每日特惠活动档位1,1,101.598900,
paymentname_date_group,2025-01-09,中R,金币,9.99-600金币,1,62.522400,600.0
paymentname_date_group,2025-05-15,小R,battlepass-周年庆,四周年通行证,1,125.044800,
paymentname_date_group,2025-04-05,中R,行脚商人,行脚商人-自选礼包2,3,375.134400,3600.0
paymentname_date_group,2025-05-12,微R,周期-日礼包,每日礼包-V9-14-4,1,8.336320,100.0
paymentname_date_group,2024-10-07,中R,月度活动,月度活跃-battlepass高级,1,312.612000,3200.0
paymentname_date_group,2025-01-23,小R,金币,0.99-30金币,1,8.336320,40.0
paymentname_date_group,2024-12-26,大R,6周年礼包,6周年-购买档位1-3,3,1844.410800,
paymentname_date_group,2024-11-15,大R,团购礼包,团购礼包-1200日元,1,1250.448000,12000.0
paymentname_date_group,2024-12-14,微R,金币,9.99-600金币,1,62.522400,600.0
paymentname_date_group,2025-03-12,中R,月卡,19.99-尊贵月卡,4,500.179200,5600.0
paymentname_date_group,2025-02-14,小R,珍珠,4.99-32珍珠,1,33.866300,
paymentname_date_group,2025-02-05,小R,幸运屋,德川家康SSR+获得礼包,1,62.522400,
paymentname_date_group,2025-04-13,大R,网页充值,660网页充值,1,584.063420,
paymentname_date_group,2024-12-08,大R,运营活动直购礼包,每日特惠活动档位1,1,67.732600,
paymentname_date_group,2024-11-30,大R,周期-日礼包,每日礼包-new-金币5,1,125.044800,1800.0
paymentname_date_group,2024-11-03,大R,月卡,4.99-月卡,1,33.866300,370.0
paymentname_date_group,2025-03-19,大R,神武锻造,神武锻造-购买档位2,1,500.179200,
paymentname_date_group,2024-10-30,小R,神武锻造,神武锻造-购买档位1,2,135.465200,
paymentname_date_group,2025-04-14,超R,珍珠,4.99-32珍珠,2,67.732600,
paymentname_date_group,2025-03-30,中R,每日一键,一键购买日礼包-2,1,8.336320,40.0
paymentname_date_group,2025-04-21,中R,battlepass,晋级征途,1,166.726400,
paymentname_date_group,2025-05-15,小R,神魔之乱,神魔-绘马礼包1,1,169.331500,
paymentname_date_group,2025-01-16,超R,网页充值,660网页充值,1,584.063420,
paymentname_date_group,2024-12-08,大R,网页充值,660网页充值,2,1168.126840,
paymentname_date_group,2025-05-01,中R,珍珠,9.99-60珍珠,1,62.522400,
paymentname_date_group,2025-05-13,小R,每日一键,一键购买,1,25.008960,240.0
paymentname_date_group,2025-03-21,中R,网页充值,60网页充值,1,59.396280,
paymentname_date_group,2025-01-07,超R,周期-日礼包,每日礼包-new-金币4,1,62.522400,900.0
paymentname_date_group,2025-05-02,非R,月卡,19.99-2025尊贵月卡,1,125.044800,1300.0
paymentname_date_group,2025-03-25,大R,赛季UR养成通行证,赛季UR养成战力battlepass49.99-3200金币,1,312.612000,3200.0
paymentname_date_group,2024-11-22,中R,月度周储钱罐,月度周储钱罐,2,33.345280,600.0
paymentname_date_group,2025-02-21,中R,月卡,19.99-尊贵月卡,1,125.044800,1400.0
paymentname_date_group,2025-03-31,大R,团购礼包,团购礼包-650日元,1,33.866300,320.0
paymentname_date_group,2024-11-16,中R,金币,19.99-1200金币,2,250.089600,2400.0
paymentname_date_group,2024-11-02,中R,金币,0.99-30金币,1,8.336320,40.0
paymentname_date_group,2025-02-08,超R,签到礼包,签到礼包2,1,125.044800,1200.0
paymentname_date_group,2024-12-14,微R,月卡,19.99-尊贵月卡,1,125.044800,1400.0
paymentname_date_group,2025-03-02,微R,金币,4.99-300金币,1,33.866300,320.0
paymentname_date_group,2025-01-13,大R,福瑞赏,2024福瑞赏稀有礼包4.99-300金币,1,62.522400,600.0
paymentname_date_group,2024-11-19,微R,月次祭礼包,月次祭礼包1,1,169.331500,
paymentname_date_group,2025-04-15,中R,网页充值,120网页充值,1,118.792560,
paymentname_date_group,2024-11-09,小R,珍珠,49.99-320珍珠,1,312.612000,
paymentname_date_group,2025-05-15,中R,珍珠,49.99-320珍珠,2,625.224000,
paymentname_date_group,2025-05-15,超R,网页充值,13200网页充值,1,11681.268400,
paymentname_date_group,2024-10-01,超R,游园会通行证,游园会稀有礼包9.99-300金币,2,125.044800,1200.0
paymentname_date_group,2025-05-14,大R,情人节活动,2024情人节信物礼包3,1,3074.018000,
paymentname_date_group,2025-03-14,大R,情人节活动,2025情人节-节日礼包5,1,250.089600,2400.0
paymentname_date_group,2024-10-16,超R,6周年礼包,6周年-购买档位3-2,1,125.044800,
paymentname_date_group,2025-05-18,超R,运营活动直购礼包,每日特惠活动档位3,1,1229.607200,
paymentname_date_group,2024-12-29,中R,每日一键,一键购买日礼包-1,1,8.336320,40.0
paymentname_date_group,2024-11-30,大R,荣耀特典,128231,1,125.044800,1200.0
paymentname_date_group,2024-11-21,非R,珍珠,0.99-4珍珠,1,8.336320,
paymentname_date_group,2025-05-07,微R,每日一键,一键购买,1,25.008960,240.0
paymentname_date_group,2024-11-23,大R,每日一键,一键购买日礼包-2,2,16.672640,80.0
paymentname_date_group,2024-12-07,超R,赛季征战活动,赛季整合礼包19.99-1200金币-2,1,125.044800,2400.0
paymentname_date_group,2024-11-25,中R,珍珠,99.99-660珍珠,2,1229.607200,
paymentname_date_group,2025-03-01,中R,battlepass,晋级征途,1,166.726400,
paymentname_date_group,2024-10-21,小R,每日一键,一键购买日礼包-1,1,8.336320,40.0
paymentname_date_group,2025-03-02,微R,珍珠,0.99-4珍珠,1,8.336320,
paymentname_date_group,2025-02-24,小R,网页充值,320网页充值,1,296.981400,
paymentname_date_group,2025-03-20,超R,神武锻造,神武锻造-购买档位1,1,169.331500,
paymentname_date_group,2025-04-06,超R,神武锻造,神武锻造-购买档位3,1,1229.607200,
paymentname_date_group,2025-03-05,小R,幸运屋,浅井长政SSR,1,33.866300,
paymentname_date_group,2025-05-15,超R,团购礼包,团购礼包-650日元,1,33.866300,320.0
paymentname_date_group,2025-05-23,超R,一条龙,一条龙礼包5,1,125.044800,1200.0
paymentname_date_group,2024-12-20,微R,情人节活动,2024情人节信物礼包3,1,614.803600,
paymentname_date_group,2025-03-12,微R,月卡,资源月卡-9.99美元,1,62.522400,700.0
paymentname_date_group,2024-10-21,中R,珍珠,99.99-660珍珠,1,614.803600,
paymentname_date_group,2025-02-27,超R,签到礼包,签到礼包3,3,937.836000,9600.0
paymentname_date_group,2025-01-09,中R,每日一键,一键购买日礼包-1,2,16.672640,80.0
paymentname_date_group,2024-10-29,中R,月次祭礼包,月次祭礼包2,1,375.134400,
paymentname_date_group,2025-01-02,中R,每日一键,一键购买日礼包-1,2,16.672640,80.0
paymentname_date_group,2025-03-05,微R,月度周储钱罐,月度周储钱罐,2,33.345280,600.0
paymentname_date_group,2025-05-06,大R,金币,9.99-600金币,1,62.522400,600.0
paymentname_date_group,2025-02-23,超R,运营活动直购礼包,每日特惠活动档位2,1,375.134400,
paymentname_date_group,2024-12-08,微R,金币,49.99-3200金币,1,312.612000,3200.0
paymentname_date_group,2025-02-16,大R,情人节活动,2025情人节-节日礼包7,1,312.612000,3200.0
paymentname_date_group,2025-05-18,微R,千本抽,千本抽礼包8,1,8.336320,100.0
paymentname_date_group,2025-01-12,中R,月次祭礼包,月次祭礼包2,1,125.044800,
paymentname_date_group,2024-10-18,超R,月卡,资源月卡-9.99美元,2,125.044800,1400.0
paymentname_date_group,2025-01-11,中R,周期-日礼包,每日礼包-new-金币3,1,33.866300,480.0
paymentname_date_group,2025-02-17,中R,月卡,4.99-月卡,1,33.866300,370.0
paymentname_date_group,2025-03-26,微R,月度活动,月度活跃-battlepass中级,1,125.044800,1200.0
paymentname_date_group,2024-11-20,中R,金币,49.99-3200金币,1,312.612000,3200.0
paymentname_date_group,2025-04-14,大R,签到礼包,签到礼包1,1,62.522400,600.0
paymentname_date_group,2025-04-07,超R,月次祭礼包,月次祭礼包3,1,614.803600,
paymentname_date_group,2025-01-20,小R,超级转盘,赛季UR转盘礼包3,1,614.803600,
paymentname_date_group,2025-02-05,中R,金币,9.99-600金币,1,62.522400,600.0
paymentname_date_group,2025-05-09,大R,超级转盘,赛季UR转盘礼包2,1,250.089600,
paymentname_date_group,2024-10-18,小R,神武锻造,神武锻造-购买档位1,1,67.732600,
paymentname_date_group,2024-11-05,中R,金币,4.99-300金币,1,33.866300,320.0
paymentname_date_group,2024-11-04,大R,团购礼包,团购礼包-2400日元,1,125.044800,1200.0
paymentname_date_group,2025-03-16,超R,6周年礼包,6周年-购买档位2-1,1,338.663000,
paymentname_date_group,2025-01-28,小R,金币,4.99-300金币,1,33.866300,320.0
paymentname_date_group,2024-11-02,大R,幸运屋,S28SSR+,1,62.522400,
paymentname_date_group,2025-04-01,中R,周期-周礼包,周礼包-23,1,62.522400,1800.0
paymentname_date_group,2025-04-07,大R,周期-周礼包,周礼包-22,1,33.866300,320.0
paymentname_date_group,2025-04-23,超R,限购礼包,650日元限时礼包=+金币+铁锭（装备饰品和改造道具）+玉钢,1,101.598900,960.0
paymentname_date_group,2025-04-28,小R,月卡,4.99-2025月卡,1,33.866300,370.0
paymentname_date_group,2024-11-26,大R,月卡,资源月卡-回流折扣-4.99美元,1,33.866300,420.0
paymentname_date_group,2024-11-19,中R,金币,9.99-600金币,1,62.522400,600.0
paymentname_date_group,2025-04-28,小R,battlepass,晋级征途,1,166.726400,
paymentname_date_group,2024-12-12,微R,月卡,19.99-尊贵月卡,1,125.044800,1400.0
paymentname_date_group,2025-02-20,中R,每日一键,一键购买日礼包-1,1,8.336320,40.0
paymentname_date_group,2025-01-15,超R,珍珠,9.99-60珍珠,1,62.522400,
paymentname_date_group,2024-11-08,中R,每日一键,一键购买日礼包-1,1,8.336320,40.0
paymentname_date_group,2025-05-25,大R,幸运屋,S36诸角虎定SSR+,1,62.522400,
paymentname_date_group,2024-11-09,中R,月度周储钱罐,月度周储钱罐,1,16.672640,300.0
paymentname_date_group,2025-03-06,中R,网页充值,6600网页充值,1,5840.634200,
paymentname_date_group,2025-02-20,中R,超级转盘,赛季UR转盘礼包3,1,614.803600,
paymentname_date_group,2025-05-02,小R,周期-周礼包,每周礼包-V9-14-6,1,16.672640,160.0
paymentname_date_group,2025-05-06,非R,月卡,19.99-2025尊贵月卡,1,125.044800,1300.0
paymentname_date_group,2025-01-27,大R,超级转盘,赛季UR转盘礼包1,1,169.331500,
paymentname_date_group,2025-02-07,小R,月卡,4.99-月卡,1,33.866300,370.0
paymentname_date_group,2025-05-25,中R,金币,0.99-30金币,1,8.336320,40.0
paymentname_date_group,2024-12-09,中R,网页充值,320网页充值,1,296.981400,
paymentname_date_group,2024-12-11,大R,签到礼包,签到礼包2,3,375.134400,3600.0
paymentname_date_group,2024-12-09,微R,超级转盘,赛季UR转盘礼包3,1,614.803600,
paymentname_date_group,2024-12-28,微R,超级转盘,赛季UR转盘礼包1,2,135.465200,
paymentname_date_group,2025-02-26,超R,珍珠,99.99-660珍珠,2,2459.214400,
paymentname_date_group,2025-02-24,中R,珍珠,0.99-4珍珠,3,25.008960,
paymentname_date_group,2024-10-20,中R,金币,4.99-300金币,2,67.732600,640.0
paymentname_date_group,2025-05-22,中R,珍珠,19.99-120珍珠,2,250.089600,
paymentname_date_group,2025-03-08,小R,月度周储钱罐,月度周储钱罐,2,33.345280,600.0
paymentname_date_group,2024-10-06,大R,行脚商人,行脚商人-自选礼包2,5,562.701600,5400.0
paymentname_date_group,2025-05-07,中R,月卡,4.99-2025月卡,1,33.866300,370.0
paymentname_date_group,2025-03-25,中R,限购礼包,320日元限时礼包=+金币+I阶符文随机包+玉钢,1,33.345280,320.0
paymentname_date_group,2025-02-18,大R,网页充值,3300网页充值,1,2920.317100,
paymentname_date_group,2024-11-25,小R,battlepass,晋级征途,8,1333.811200,
paymentname_date_group,2024-12-01,中R,月度活动,月度活跃-battlepass高级,5,1563.060000,16000.0
paymentname_date_group,2025-05-25,中R,一条龙,一条龙礼包2-1,2,16.672640,200.0
paymentname_date_group,2024-10-18,中R,情人节活动,2024情人节史诗礼包19.99-600金币,6,750.268800,7200.0
paymentname_date_group,2025-05-04,中R,情人节活动,2025情人节-巧克力礼包1,2,304.796700,
paymentname_date_group,2024-11-08,超R,签到礼包,签到礼包4,5,3074.018000,33000.0
paymentname_date_group,2024-12-26,中R,6周年礼包,6周年-购买档位1-1,6,1320.785700,
paymentname_date_group,2024-12-29,小R,金币,0.99-30金币,1,8.336320,40.0
paymentname_date_group,2025-05-19,中R,一条龙,一条龙礼包2-1,2,16.672640,200.0
paymentname_date_group,2024-11-17,非R,战鼓解锁,战鼓3,3,375.134400,
paymentname_date_group,2024-11-23,大R,珍珠,49.99-320珍珠,2,937.836000,
paymentname_date_group,2025-02-23,超R,团购礼包,团购礼包-650日元,1,203.197800,1920.0
paymentname_date_group,2025-01-13,微R,月卡,19.99-尊贵月卡,2,250.089600,2800.0
paymentname_date_group,2025-02-26,小R,网页充值,320网页充值,1,296.981400,
paymentname_date_group,2024-10-06,中R,行脚商人,行脚商人-自选礼包3,3,500.179200,4800.0
paymentname_date_group,2024-12-19,中R,运营活动直购礼包,每日特惠活动档位2,2,250.089600,
paymentname_date_group,2024-11-25,中R,限购礼包,6000日元限时礼包=+铭刻道具+铁锭（装备饰品和改造道具）+玉钢,1,312.612000,3200.0
paymentname_date_group,2025-01-22,非R,月卡,4.99-月卡,1,33.866300,370.0
paymentname_date_group,2025-03-13,小R,月度周储钱罐,月度周储钱罐,4,66.690560,1200.0
paymentname_date_group,2024-11-17,中R,月卡,4.99-月卡,2,67.732600,740.0
paymentname_date_group,2025-05-24,超R,每日一键,一键购买,2,50.017920,480.0
paymentname_date_group,2025-01-24,中R,月卡,4.99-月卡,3,101.598900,1110.0
paymentname_date_group,2024-11-25,中R,月度周储钱罐,月度周储钱罐,31,516.851840,9300.0
paymentname_date_group,2024-10-20,大R,月度活动,月度活跃-battlepass中级,2,250.089600,2400.0
paymentname_date_group,2024-11-14,微R,battlepass,晋级征途,2,333.452800,
paymentname_date_group,2025-01-12,微R,月卡,4.99-月卡,5,169.331500,1850.0
paymentname_date_group,2025-04-29,中R,情人节活动,2024情人节信物礼包1,8,982.122700,
paymentname_date_group,2024-12-22,微R,珍珠,49.99-320珍珠,1,625.224000,
paymentname_date_group,2025-04-19,中R,每日一键,一键购买,2,50.017920,480.0
paymentname_date_group,2025-02-04,微R,月卡,4.99-月卡,4,135.465200,1480.0
paymentname_date_group,2025-01-30,中R,月卡,19.99-尊贵月卡,4,500.179200,5600.0
paymentname_date_group,2024-10-07,超R,珍珠,9.99-60珍珠,1,62.522400,
paymentname_date_group,2024-12-20,超R,情人节活动,2024情人节信物礼包2,3,1250.448000,
paymentname_date_group,2025-02-16,中R,月卡,4.99-月卡,6,203.197800,2220.0
paymentname_date_group,2024-10-26,大R,金币,19.99-1200金币,2,250.089600,2400.0
paymentname_date_group,2024-11-22,中R,珍珠,99.99-660珍珠,3,1844.410800,
paymentname_date_group,2025-05-01,大R,珍珠,9.99-60珍珠,2,312.612000,
paymentname_date_group,2024-11-22,小R,签到礼包,签到礼包1,4,250.089600,2400.0
paymentname_date_group,2024-11-21,微R,月卡,4.99-月卡,4,135.465200,1480.0
paymentname_date_group,2025-01-25,大R,珍珠,99.99-660珍珠,4,4918.428800,
paymentname_date_group,2024-10-31,小R,月次祭礼包,月次祭礼包2,1,125.044800,
paymentname_date_group,2025-05-24,小R,一条龙,一条龙礼包2-3,2,67.732600,1200.0
paymentname_date_group,2025-01-24,中R,情人节活动,2024情人节信物礼包2,5,2125.761600,
paymentname_date_group,2025-03-18,中R,月次祭礼包,月次祭礼包1,3,237.064100,
paymentname_date_group,2025-02-22,中R,每日一键,一键购买日礼包-2,1,8.336320,40.0
paymentname_date_group,2025-01-29,小R,月卡,4.99-月卡,2,67.732600,740.0
paymentname_date_group,2024-10-20,中R,月度周储钱罐,月度周储钱罐,1,16.672640,300.0
paymentname_date_group,2024-11-27,超R,情人节活动,2024情人节信物礼包3,6,10451.661200,
paymentname_date_group,2024-11-18,非R,运营活动直购礼包,每日特惠活动档位2,1,125.044800,
paymentname_date_group,2025-05-20,中R,一条龙,一条龙礼包5,5,625.224000,6000.0
paymentname_date_group,2025-05-17,中R,情人节活动,2024情人节稀有礼包4.99-320金币(新,6,203.197800,1800.0
paymentname_date_group,2024-11-03,中R,月卡,4.99-月卡,3,101.598900,1110.0
paymentname_date_group,2025-04-05,大R,每日一键,一键购买,2,50.017920,480.0
paymentname_date_group,2024-10-09,大R,周期-日礼包,每日礼包-神器4,1,33.866300,320.0
paymentname_date_group,2024-11-16,中R,战鼓解锁,战鼓3,13,1625.582400,
paymentname_date_group,2024-11-24,中R,珍珠,99.99-660珍珠,2,1229.607200,
paymentname_date_group,2025-03-26,大R,4周年庆典自选礼包,4周年庆典自选礼包1,2,250.089600,2400.0
paymentname_date_group,2025-05-24,非R,周期-日礼包,每日礼包-V15-5,1,8.336320,100.0
paymentname_date_group,2024-12-28,中R,网页充值,60网页充值,2,118.792560,
paymentname_date_group,2025-05-19,大R,金币,99.99-6600金币@JPY,2,4303.625200,46200.0
paymentname_date_group,2025-02-19,大R,珍珠,49.99-320珍珠,1,312.612000,
paymentname_date_group,2024-11-18,中R,珍珠,99.99-660珍珠,2,1229.607200,
paymentname_date_group,2025-02-17,中R,情人节活动,2025情人节-巧克力礼包1,5,609.593400,
paymentname_date_group,2025-01-25,大R,珍珠,19.99-120珍珠,3,375.134400,
paymentname_date_group,2024-10-28,大R,运营活动直购礼包,每日特惠活动档位2,1,250.089600,
paymentname_date_group,2024-10-26,大R,珍珠,9.99-60珍珠,1,62.522400,
paymentname_date_group,2025-01-14,中R,行脚商人,行脚商人-自选礼包2,6,437.656800,4200.0
paymentname_date_group,2025-01-21,中R,情人节活动,2024情人节史诗礼包19.99-600金币,2,250.089600,2400.0
paymentname_date_group,2025-04-14,微R,签到礼包,签到礼包2,1,125.044800,1200.0
paymentname_date_group,2025-05-26,大R,珍珠,99.99-660珍珠,4,6762.839600,
paymentname_date_group,2025-03-09,超R,4周年庆典自选礼包,4周年庆典自选礼包1,2,250.089600,2400.0
paymentname_date_group,2024-11-13,超R,网页充值,660网页充值,2,1752.190260,
paymentname_date_group,2024-11-01,中R,神武锻造,神武锻造-购买档位1,11,914.390100,
