start_natualweek,end_natualweek,natual_week,reason_type,reason,reason_cn,last1_paytag,users,core_add,core_cost
2025-04-07,2025-04-13,0407-0413,gold_free,310,排位赛每日任务,超R,23,8700.0,
2025-01-06,2025-01-12,0106-0112,other,230,扫荡立即完成,中R,2,,600.0
2024-10-28,2024-11-03,1028-1103,other,621,活动兑换,大R,4,,9100.0
2025-01-06,2025-01-12,0106-0112,other,433,购买银币,大R,3,,300.0
2025-01-27,2025-02-02,0127-0202,gold_paid,19602,月度活跃,小R,17,8500.0,
2024-12-30,2025-01-05,1230-0105,other,654,神魔活动副本购买次数,微R,13,,17600.0
2024-10-14,2024-10-20,1014-1020,other,379,家族战提供公共武将,微R,2,,400.0
2024-10-14,2024-10-20,1014-1020,other,402,UR招募,大R,2,,400.0
2025-02-17,2025-02-23,0217-0223,other,16,代替道具,中R,2,,2890.0
2024-11-18,2024-11-24,1118-1124,other,379,家族战提供公共武将,微R,2,,1100.0
2025-02-17,2025-02-23,0217-0223,gold_paid,399,购买自选礼包,中R,4,26720.0,
2025-05-19,2025-05-25,0519-0525,other,375,战鼓升星,小R,3,,110000.0
2025-03-24,2025-03-30,0324-0330,other,936,资源找回,未活跃,4,,3160.0
2025-03-31,2025-04-06,0331-0406,gold_free,305,家族红包领取,非R,28,19461.0,
2025-03-31,2025-04-06,0331-0406,special,15,使用道具,大R,36,94740.0,
2025-02-17,2025-02-23,0217-0223,other,925,武将等级交换活动,大R,3,,2000.0
2024-11-04,2024-11-10,1104-1110,other,403,S1招募,未活跃,6,,4400.0
2025-04-14,2025-04-20,0414-0420,other,383,家族战天赋树,超R,2,,200.0
2025-04-14,2025-04-20,0414-0420,other,401,高级招募,非R,3,,1200.0
2025-03-31,2025-04-06,0331-0406,other,157,购买通行证等级,非R,10,,32000.0
2024-12-16,2024-12-22,1216-1222,gold_paid,4,玩家付费,未活跃,1,1520.0,
2025-04-21,2025-04-27,0421-0427,other,371,购买武将体力,微R,8,,6000.0
2024-10-14,2024-10-20,1014-1020,other,650,新签到活动补签消耗,微R,10,,460.0
2025-02-03,2025-02-09,0203-0209,other,926,设置武将化境技能,超R,2,,200.0
2025-04-14,2025-04-20,0414-0420,other,657,商店消费,超R,8,,92460.0
2025-04-07,2025-04-13,0407-0413,other,926,设置武将化境技能,未活跃,8,,1400.0
2024-09-30,2024-10-06,0930-1006,gold_free,311,排位赛段位任务,非R,5,350.0,
2024-12-30,2025-01-05,1230-0105,other,650,新签到活动补签消耗,小R,5,,120.0
2024-09-30,2024-10-06,0930-1006,other,379,家族战提供公共武将,中R,7,,1500.0
2025-01-06,2025-01-12,0106-0112,other,609,限定募集活动,小R,8,,44000.0
2024-11-25,2024-12-01,1125-1201,other,243,战旗挂机立即完成,大R,6,,2181.0
2025-03-10,2025-03-16,0310-0316,other,350,俘虏勒索,大R,1,,16672.0
2025-05-26,2025-06-01,0526-0601,gold_paid,194,月卡奖励,超R,7,1400.0,
2025-04-28,2025-05-04,0428-0504,gold_free,305,家族红包领取,微R,7,1545.0,
2025-04-14,2025-04-20,0414-0420,other,452,家族红包,非R,5,,10000.0
2024-12-23,2024-12-29,1223-1229,other,403,S1招募,中R,3,,1000.0
2025-04-21,2025-04-27,0421-0427,other,420,购买VIP礼包,未活跃,3,,87.0
2024-12-09,2024-12-15,1209-1215,other,413,战旗招募,微R,8,,20400.0
2024-10-28,2024-11-03,1028-1103,other,350,俘虏勒索,大R,1,,1182.0
2025-05-12,2025-05-18,0512-0518,other,627,家族科技捐献,微R,4,,1100.0
2025-02-24,2025-03-02,0224-0302,other,945,团购金币购买,小R,4,,7500.0
2025-01-27,2025-02-02,0127-0202,other,413,战旗招募,小R,5,,2800.0
2025-03-31,2025-04-06,0331-0406,other,371,购买武将体力,小R,7,,6600.0
2025-02-10,2025-02-16,0210-0216,other,434,购买计策道具,未活跃,7,,2955.0
2024-12-09,2024-12-15,1209-1215,other,141,快速升级城市建筑,大R,2,20.0,240.0
2024-10-14,2024-10-20,1014-1020,gold_free,305,家族红包领取,小R,4,243.0,
2025-05-19,2025-05-25,0519-0525,other,907,圣诞-通行证,超R,5,3300.0,
2024-10-28,2024-11-03,1028-1103,other,406,VIP5和VIP12卡池,中R,1,,4000.0
2025-05-05,2025-05-11,0505-0511,other,636,家族总动员购买任务次数,超R,11,,3270.0
2025-03-03,2025-03-09,0303-0309,other,473,国宝高级招募,超R,3,,2400.0
2025-04-14,2025-04-20,0414-0420,other,640,阵法招募,未活跃,1,,400.0
2025-05-12,2025-05-18,0512-0518,other,379,家族战提供公共武将,超R,1,,300.0
2024-12-23,2024-12-29,1223-1229,other,473,国宝高级招募,大R,4,,6400.0
2025-01-27,2025-02-02,0127-0202,other,420,购买VIP礼包,小R,1,,4999.0
2025-05-19,2025-05-25,0519-0525,other,627,家族科技捐献,中R,3,,2800.0
2024-11-18,2024-11-24,1118-1124,gold_free,678,竞技场小赛季结算,非R,1,400.0,
2025-04-07,2025-04-13,0407-0413,other,411,S1装备招募,微R,1,,200.0
2024-12-02,2024-12-08,1202-1208,gold_free,311,排位赛段位任务,未活跃,1,50.0,
2024-12-23,2024-12-29,1223-1229,other,676,竞技场主动随机消耗,中R,2,,1000.0
2024-11-11,2024-11-17,1111-1117,gold_free,191,副本星星宝箱,小R,3,800.0,
2025-05-05,2025-05-11,0505-0511,other,406,VIP5和VIP12卡池,大R,1,,12000.0
2025-03-17,2025-03-23,0317-0323,other,403,S1招募,大R,1,,200.0
2024-10-14,2024-10-20,1014-1020,other,471,神威高级招募,超R,2,,2400.0
2024-10-28,2024-11-03,1028-1103,other,676,竞技场主动随机消耗,微R,3,,500.0
2025-01-13,2025-01-19,0113-0119,other,1,购买,小R,1,,20.0
2024-11-25,2024-12-01,1125-1201,other,378,家族商店,非R,1,,100.0
2024-10-07,2024-10-13,1007-1013,other,383,家族战天赋树,大R,2,,0.0
2025-05-19,2025-05-25,0519-0525,other,949,装备饰品和改造交换,中R,4,,1200.0
2025-03-31,2025-04-06,0331-0406,other,450,创建家族,未活跃,1,,200.0
2024-10-28,2024-11-03,1028-1103,other,420,购买VIP礼包,大R,1,,13999.0
2025-01-13,2025-01-19,0113-0119,other,402,UR招募,中R,4,,15200.0
2024-10-21,2024-10-27,1021-1027,other,471,神威高级招募,中R,3,,8400.0
2025-03-31,2025-04-06,0331-0406,gold_free,240,未领取家族战积分奖励邮件,大R,1,600.0,
2024-11-25,2024-12-01,1125-1201,other,379,家族战提供公共武将,大R,1,,300.0
2025-03-10,2025-03-16,0310-0316,other,383,家族战天赋树,微R,2,,0.0
2025-02-03,2025-02-09,0203-0209,other,627,家族科技捐献,大R,2,,2100.0
2025-01-13,2025-01-19,0113-0119,other,411,S1装备招募,未活跃,1,,200.0
2025-03-24,2025-03-30,0324-0330,other,657,商店消费,未活跃,1,,540.0
2025-02-10,2025-02-16,0210-0216,other,379,家族战提供公共武将,超R,1,,100.0
2024-09-30,2024-10-06,0930-1006,other,471,神威高级招募,未活跃,1,,200.0
2024-12-09,2024-12-15,1209-1215,gold_free,101,任务,微R,1,300.0,
2024-10-14,2024-10-20,1014-1020,other,350,俘虏勒索,大R,1,,2337.0
2024-12-30,2025-01-05,1230-0105,other,389,购买驿站刷新次数,未活跃,2,,125.0
2025-03-31,2025-04-06,0331-0406,other,433,购买银币,未活跃,1,,100.0
2025-03-03,2025-03-09,0303-0309,gold_paid,399,购买自选礼包,小R,1,320.0,
2025-04-28,2025-05-04,0428-0504,other,431,购买体力,大R,1,,2040.0
2024-11-11,2024-11-17,1111-1117,other,420,购买VIP礼包,未活跃,1,,29.0
2024-12-02,2024-12-08,1202-1208,other,200,重置精英副本,大R,2,,20.0
2024-10-14,2024-10-20,1014-1020,other,471,神威高级招募,微R,3,,1000.0
2025-03-31,2025-04-06,0331-0406,other,16,代替道具,中R,2,,5530.0
2024-12-09,2024-12-15,1209-1215,other,433,购买银币,非R,75,,28000.0
2024-11-18,2024-11-24,1118-1124,other,636,家族总动员购买任务次数,非R,285,,38950.0
2024-12-16,2024-12-22,1216-1222,gold_free,196,每日任务奖励,小R,166,209450.0,
2024-12-16,2024-12-22,1216-1222,other,621,活动兑换,非R,18,,39700.0
2024-12-02,2024-12-08,1202-1208,other,609,限定募集活动,非R,399,,1584400.0
2024-12-02,2024-12-08,1202-1208,other,675,竞技场购买挑战次数消耗,超R,10,,10400.0
2024-09-30,2024-10-06,0930-1006,gold_free,310,排位赛每日任务,中R,183,60140.0,
2024-10-21,2024-10-27,1021-1027,other,609,限定募集活动,非R,413,,1712800.0
2024-10-14,2024-10-20,1014-1020,other,936,资源找回,非R,31,,23930.0
2024-10-07,2024-10-13,1007-1013,gold_free,311,排位赛段位任务,非R,9,450.0,
2024-12-09,2024-12-15,1209-1215,gold_free,310,排位赛每日任务,中R,167,61180.0,
2024-11-18,2024-11-24,1118-1124,gold_free,196,每日任务奖励,中R,182,236120.0,
2024-11-04,2024-11-10,1104-1110,gold_free,372,战斗结算宝箱开启,中R,168,78185.0,7911.0
2024-11-25,2024-12-01,1125-1201,gold_free,103,周签到,超R,20,4000.0,
2024-12-30,2025-01-05,1230-0105,other,389,购买驿站刷新次数,中R,151,,149050.0
2024-12-02,2024-12-08,1202-1208,gold_paid,194,月卡奖励,中R,130,224550.0,
2024-12-02,2024-12-08,1202-1208,gold_free,372,战斗结算宝箱开启,超R,20,14725.0,5556.0
2024-12-02,2024-12-08,1202-1208,gold_free,602,荣誉殿堂,中R,175,104800.0,
2024-12-02,2024-12-08,1202-1208,special,15,使用道具,非R,668,465732.0,
2024-10-14,2024-10-20,1014-1020,gold_free,103,周签到,非R,1890,354900.0,
2024-10-14,2024-10-20,1014-1020,gold_free,387,驿站任务完成,大R,53,203800.0,
2024-12-23,2024-12-29,1223-1229,gold_free,196,每日任务奖励,非R,1788,1629050.0,
2025-01-20,2025-01-26,0120-0126,gold_paid,4,玩家付费,中R,115,348140.0,
2024-11-18,2024-11-24,1118-1124,other,434,购买计策道具,中R,45,,31455.0
2024-10-07,2024-10-13,1007-1013,gold_free,239,家族战积分奖励,微R,57,23500.0,
2025-02-03,2025-02-09,0203-0209,gold_free,103,周签到,中R,178,35400.0,
2025-02-03,2025-02-09,0203-0209,special,15,使用道具,非R,675,490746.0,
2025-01-06,2025-01-12,0106-0112,gold_paid,933,签到礼包领奖,微R,51,186500.0,
2025-01-27,2025-02-02,0127-0202,gold_paid,194,月卡奖励,中R,141,241500.0,
2025-02-17,2025-02-23,0217-0223,gold_free,103,周签到,非R,1705,317000.0,
2025-02-17,2025-02-23,0217-0223,gold_free,372,战斗结算宝箱开启,微R,241,67580.0,6760.0
2025-02-17,2025-02-23,0217-0223,gold_paid,19601,月度活跃,微R,194,97000.0,
2025-02-10,2025-02-16,0210-0216,gold_free,372,战斗结算宝箱开启,非R,1137,250330.0,43924.0
2024-11-04,2024-11-10,1104-1110,gold_free,239,家族战积分奖励,非R,204,105100.0,
2025-01-20,2025-01-26,0120-0126,other,432,购买天赋点,微R,2,,1350.0
2025-02-10,2025-02-16,0210-0216,gold_free,387,驿站任务完成,未活跃,10,6340.0,
2025-01-27,2025-02-02,0127-0202,gold_free,239,家族战积分奖励,微R,110,46400.0,
2024-11-25,2024-12-01,1125-1201,special,15,使用道具,中R,147,197550.0,
2025-04-21,2025-04-27,0421-0427,gold_paid,194,月卡奖励,中R,102,115600.0,
2025-04-21,2025-04-27,0421-0427,gold_free,372,战斗结算宝箱开启,超R,24,16260.0,3147.0
2025-04-21,2025-04-27,0421-0427,gold_paid,4,玩家付费,小R,86,143660.0,
2025-02-03,2025-02-09,0203-0209,gold_free,239,家族战积分奖励,微R,125,54300.0,
2025-01-27,2025-02-02,0127-0202,other,431,购买体力,非R,107,,153480.0
2025-05-12,2025-05-18,0512-0518,other,926,设置武将化境技能,大R,11,,1400.0
2025-05-12,2025-05-18,0512-0518,special,316,兑换,非R,778,70.0,4215900.0
2025-02-10,2025-02-16,0210-0216,gold_free,103,周签到,微R,283,55200.0,
2025-02-10,2025-02-16,0210-0216,other,431,购买体力,大R,4,,12600.0
2025-04-28,2025-05-04,0428-0504,gold_free,372,战斗结算宝箱开启,非R,1067,238645.0,46958.0
2025-05-19,2025-05-25,0519-0525,gold_paid,194,月卡奖励,中R,112,125350.0,
2025-03-10,2025-03-16,0310-0316,special,316,兑换,大R,39,80.0,755900.0
2025-04-07,2025-04-13,0407-0413,other,926,设置武将化境技能,大R,11,,2200.0
2025-04-07,2025-04-13,0407-0413,gold_paid,362,充值签到,中R,65,8700.0,
2025-01-06,2025-01-12,0106-0112,other,365,兵装生产加速,大R,26,,5191.0
2025-05-05,2025-05-11,0505-0511,gold_paid,362,充值签到,小R,47,9700.0,
2025-05-19,2025-05-25,0519-0525,other,659,自由市集购买礼包,小R,3,,600.0
2025-01-27,2025-02-02,0127-0202,other,657,商店消费,大R,4,,16760.0
2025-05-05,2025-05-11,0505-0511,other,405,s21赛季及以后的赛季UR,非R,53,,113400.0
2025-04-14,2025-04-20,0414-0420,other,432,购买天赋点,微R,2,,500.0
2025-04-28,2025-05-04,0428-0504,special,316,兑换,小R,120,,944050.0
2025-05-05,2025-05-11,0505-0511,other,609,限定募集活动,微R,36,,136000.0
2025-03-17,2025-03-23,0317-0323,other,433,购买银币,超R,2,,3000.0
2025-05-26,2025-06-01,0526-0601,other,654,神魔活动副本购买次数,小R,10,,5200.0
2024-10-21,2024-10-27,1021-1027,other,618,城池内政放置奖励,微R,20,,7200.0
2024-12-09,2024-12-15,1209-1215,other,200,重置精英副本,小R,2,,20.0
2024-10-28,2024-11-03,1028-1103,other,405,s21赛季及以后的赛季UR,大R,1,,14000.0
2024-12-02,2024-12-08,1202-1208,gold_paid,4,玩家付费,超R,18,465640.0,
2024-10-28,2024-11-03,1028-1103,other,16,代替道具,小R,2,,520.0
2024-10-14,2024-10-20,1014-1020,other,0,管理员,非R,26,3000.0,
2024-12-30,2025-01-05,1230-0105,gold_free,196,每日任务奖励,中R,185,238930.0,
2024-12-09,2024-12-15,1209-1215,special,15,使用道具,大R,46,90340.0,
2024-11-18,2024-11-24,1118-1124,gold_free,306,家族红包返还,非R,2,847.0,
2025-01-13,2025-01-19,0113-0119,gold_paid,194,月卡奖励,非R,9,8900.0,
2024-10-28,2024-11-03,1028-1103,gold_free,191,副本星星宝箱,非R,85,12000.0,
2025-03-10,2025-03-16,0310-0316,other,375,战鼓升星,非R,6,,172000.0
2025-03-10,2025-03-16,0310-0316,other,618,城池内政放置奖励,大R,12,,42000.0
2025-01-13,2025-01-19,0113-0119,other,654,神魔活动副本购买次数,中R,35,,32800.0
2025-03-31,2025-04-06,0331-0406,gold_free,387,驿站任务完成,小R,123,452450.0,
2025-03-24,2025-03-30,0324-0330,gold_paid,19602,月度活跃,微R,29,14500.0,
2025-02-17,2025-02-23,0217-0223,other,383,家族战天赋树,非R,8,,200.0
2025-03-17,2025-03-23,0317-0323,other,434,购买计策道具,中R,48,,44445.0
2025-03-03,2025-03-09,0303-0309,gold_free,372,战斗结算宝箱开启,大R,42,29355.0,5434.0
2025-02-10,2025-02-16,0210-0216,other,473,国宝高级招募,中R,3,,600.0
2025-03-03,2025-03-09,0303-0309,other,224,主城加速升级,微R,5,,116.0
2025-05-26,2025-06-01,0526-0601,gold_free,387,驿站任务完成,小R,84,46870.0,
2025-03-31,2025-04-06,0331-0406,other,627,家族科技捐献,超R,1,,100.0
2025-04-07,2025-04-13,0407-0413,other,375,战鼓升星,超R,3,,100000.0
2024-12-16,2024-12-22,1216-1222,gold_paid,4,玩家付费,大R,45,553080.0,
2024-10-07,2024-10-13,1007-1013,other,636,家族总动员购买任务次数,中R,90,,13150.0
2024-09-30,2024-10-06,0930-1006,gold_free,602,荣誉殿堂,大R,53,68300.0,
2024-10-07,2024-10-13,1007-1013,other,141,快速升级城市建筑,中R,1,,440.0
2025-02-03,2025-02-09,0203-0209,other,609,限定募集活动,微R,43,,190400.0
2024-09-30,2024-10-06,0930-1006,gold_paid,192,充值赠送,中R,41,156080.0,
2025-01-13,2025-01-19,0113-0119,other,654,神魔活动副本购买次数,小R,16,,10000.0
2025-02-03,2025-02-09,0203-0209,gold_free,305,家族红包领取,中R,11,4690.0,
2025-04-21,2025-04-27,0421-0427,other,952,,超R,22,144300.0,
2025-05-12,2025-05-18,0512-0518,other,654,神魔活动副本购买次数,微R,13,,15200.0
2024-12-30,2025-01-05,1230-0105,other,383,家族战天赋树,微R,5,,0.0
2025-04-07,2025-04-13,0407-0413,other,412,装备强化,未活跃,2,,4530.0
2025-03-03,2025-03-09,0303-0309,other,936,资源找回,非R,39,,38550.0
2024-11-11,2024-11-17,1111-1117,gold_free,101,任务,未活跃,14,1620.0,
2024-10-14,2024-10-20,1014-1020,other,375,战鼓升星,超R,1,,20000.0
2024-10-07,2024-10-13,1007-1013,other,379,家族战提供公共武将,大R,4,,1700.0
2024-10-28,2024-11-03,1028-1103,gold_free,196,每日任务奖励,超R,16,21780.0,
2024-11-11,2024-11-17,1111-1117,other,402,UR招募,微R,5,,82200.0
2025-01-27,2025-02-02,0127-0202,gold_free,13001,玩家回流活动,未活跃,11,6100.0,
2024-10-28,2024-11-03,1028-1103,gold_free,608,7日登录活动,未活跃,1,300.0,
2025-05-19,2025-05-25,0519-0525,other,405,s21赛季及以后的赛季UR,微R,5,,4400.0
2025-04-07,2025-04-13,0407-0413,other,402,UR招募,未活跃,7,,25000.0
2025-05-12,2025-05-18,0512-0518,gold_free,602,荣誉殿堂,超R,17,13000.0,
2025-01-20,2025-01-26,0120-0126,other,375,战鼓升星,小R,7,,193000.0
2025-05-05,2025-05-11,0505-0511,gold_paid,362,充值签到,微R,32,6000.0,
2025-04-07,2025-04-13,0407-0413,other,365,兵装生产加速,大R,18,,2633.0
2025-03-31,2025-04-06,0331-0406,other,473,国宝高级招募,非R,19,,18800.0
2024-12-02,2024-12-08,1202-1208,other,675,竞技场购买挑战次数消耗,小R,9,,3300.0
2024-11-04,2024-11-10,1104-1110,other,371,购买武将体力,大R,13,,28800.0
2025-03-24,2025-03-30,0324-0330,gold_free,387,驿站任务完成,超R,16,59900.0,
2025-01-20,2025-01-26,0120-0126,other,434,购买计策道具,大R,6,,2885.0
2024-11-25,2024-12-01,1125-1201,other,413,战旗招募,微R,10,,14000.0
2024-12-02,2024-12-08,1202-1208,other,926,设置武将化境技能,微R,22,,2900.0
2025-05-19,2025-05-25,0519-0525,other,402,UR招募,微R,9,,2900.0
2025-04-07,2025-04-13,0407-0413,other,383,家族战天赋树,微R,5,,0.0
2024-12-16,2024-12-22,1216-1222,other,945,团购金币购买,微R,20,,22500.0
2025-01-13,2025-01-19,0113-0119,other,230,扫荡立即完成,非R,10,,11200.0
2025-01-06,2025-01-12,0106-0112,gold_free,387,驿站任务完成,超R,20,74550.0,
2025-01-27,2025-02-02,0127-0202,other,675,竞技场购买挑战次数消耗,超R,5,,7100.0
2024-12-16,2024-12-22,1216-1222,gold_free,239,家族战积分奖励,超R,6,2900.0,
2025-02-17,2025-02-23,0217-0223,other,365,兵装生产加速,大R,22,,5833.0
2025-03-17,2025-03-23,0317-0323,special,15,使用道具,超R,13,23580.0,
2025-01-06,2025-01-12,0106-0112,other,676,竞技场主动随机消耗,超R,1,,50.0
2025-03-17,2025-03-23,0317-0323,other,621,活动兑换,非R,8,,9800.0
2025-04-28,2025-05-04,0428-0504,other,654,神魔活动副本购买次数,非R,24,,28400.0
2025-05-05,2025-05-11,0505-0511,gold_paid,192,充值赠送,大R,2,960.0,
2024-12-02,2024-12-08,1202-1208,gold_paid,192,充值赠送,中R,25,51120.0,
2024-11-11,2024-11-17,1111-1117,other,406,VIP5和VIP12卡池,中R,2,,4400.0
2024-12-16,2024-12-22,1216-1222,special,15,使用道具,超R,17,42120.0,
2024-11-25,2024-12-01,1125-1201,other,405,s21赛季及以后的赛季UR,未活跃,1,,8000.0
2025-03-10,2025-03-16,0310-0316,other,657,商店消费,超R,11,,68273.0
2025-05-05,2025-05-11,0505-0511,gold_free,239,家族战积分奖励,大R,9,5600.0,
2024-11-11,2024-11-17,1111-1117,other,389,购买驿站刷新次数,超R,14,,14100.0
2024-09-30,2024-10-06,0930-1006,gold_free,240,未领取家族战积分奖励邮件,非R,15,14900.0,
2024-10-21,2024-10-27,1021-1027,gold_free,240,未领取家族战积分奖励邮件,非R,1,2700.0,
2024-10-14,2024-10-20,1014-1020,gold_paid,194,月卡奖励,超R,17,31400.0,
2024-11-04,2024-11-10,1104-1110,other,401,高级招募,中R,1,,200.0
2025-01-27,2025-02-02,0127-0202,other,402,UR招募,超R,1,,1000.0
2025-03-31,2025-04-06,0331-0406,other,371,购买武将体力,微R,9,,9200.0
2025-03-03,2025-03-09,0303-0309,gold_free,193,八日活动奖励,非R,2,360.0,
2025-03-03,2025-03-09,0303-0309,other,383,家族战天赋树,大R,1,,0.0
2024-12-09,2024-12-15,1209-1215,other,243,战旗挂机立即完成,大R,7,,1791.0
2024-11-25,2024-12-01,1125-1201,other,618,城池内政放置奖励,微R,13,,4200.0
2024-12-09,2024-12-15,1209-1215,other,618,城池内政放置奖励,微R,15,,5400.0
2024-10-07,2024-10-13,1007-1013,other,243,战旗挂机立即完成,微R,10,,3408.0
2025-03-17,2025-03-23,0317-0323,other,432,购买天赋点,未活跃,3,,1600.0
2024-11-04,2024-11-10,1104-1110,other,434,购买计策道具,未活跃,8,,1300.0
2024-12-16,2024-12-22,1216-1222,gold_paid,19601,月度活跃,小R,18,9000.0,
2025-04-21,2025-04-27,0421-0427,gold_free,207,同期排行榜,未活跃,4,11900.0,
2024-11-11,2024-11-17,1111-1117,other,243,战旗挂机立即完成,大R,7,,3359.0
2024-11-18,2024-11-24,1118-1124,other,388,购买驿站派遣次数,超R,7,,8600.0
2024-09-30,2024-10-06,0930-1006,other,473,国宝高级招募,超R,1,,200.0
2025-04-07,2025-04-13,0407-0413,other,657,商店消费,超R,12,,109898.0
2024-12-23,2024-12-29,1223-1229,other,452,家族红包,微R,2,,10000.0
2025-02-10,2025-02-16,0210-0216,other,358,俘虏劳役,非R,1,,100.0
2025-03-31,2025-04-06,0331-0406,other,157,购买通行证等级,小R,6,,8500.0
2025-03-17,2025-03-23,0317-0323,other,650,新签到活动补签消耗,中R,2,,80.0
2024-10-28,2024-11-03,1028-1103,other,609,限定募集活动,未活跃,1,,3000.0
2025-02-03,2025-02-09,0203-0209,other,420,购买VIP礼包,微R,1,,49.0
2025-03-03,2025-03-09,0303-0309,other,379,家族战提供公共武将,微R,1,,300.0
2024-10-21,2024-10-27,1021-1027,other,936,资源找回,中R,3,,2740.0
2024-10-28,2024-11-03,1028-1103,other,609,限定募集活动,中R,11,,41000.0
2025-02-24,2025-03-02,0224-0302,gold_free,678,竞技场小赛季结算,超R,5,1300.0,
